session_id,source.repository,agent,model,trajectory,candidate_score,anomaly_score_global,anomaly_score_within_repo,statistics.input_tokens,statistics.reasoning_tokens,statistics.output_tokens,checkpoint_token_usage.input_tokens,checkpoint_token_usage.cache_creation_tokens,checkpoint_token_usage.cache_read_tokens,checkpoint_token_usage.output_tokens,checkpoint_token_usage.api_call_count,statistics.tool_calls,statistics.user_messages,statistics.assistant_messages,bytes,derived::tokens_per_tool_call,derived::tokens_per_message
d9612cf9-2dca-4f71-ba26-57b8c14b6a02,henryph24/neuralips26,Claude Code,,data/transcripts/d9612cf9-2dca-4f71-ba26-57b8c14b6a02.jsonl,3.208143635710146,3.410609783011809,3.042489515190603,6497,0,804784,6497.0,19510795.0,1102259124.0,804784.0,2152.0,1662,578,495,41739581,675929.3820697954,1046966.1071761417
12233d80-a88c-4dec-9dd5-84277370e64a,parthjeet/taskflow,Claude Code,,data/transcripts/12233d80-a88c-4dec-9dd5-84277370e64a.jsonl,3.150692814164506,1.1873737025627251,4.757044814565963,176,0,11073,176.0,523868.0,12105779.0,11073.0,116.0,113,37,30,2440731,111966.91150442477,188839.71641791044
65707055-904b-421c-a462-3a5b23a62183,Lightprotocol/light-protocol,Claude Code,,data/transcripts/65707055-904b-421c-a462-3a5b23a62183.jsonl,3.1484302440796452,2.5692364442743565,3.622316080283972,2719,0,115807,2719.0,1494352.0,73644116.0,115807.0,679.0,782,83,11,38696743,96389.00127877238,801874.4574468085
82ac47c3-a56d-48c9-a012-253c1bc89f3e,lightfastai/lightfast,Claude Code,claude-opus-4-7[1m],data/transcripts/82ac47c3-a56d-48c9-a012-253c1bc89f3e.jsonl,3.1441099096547482,2.4021930942001726,3.751132758663037,1128,0,419699,1127.0,1069906.0,137915729.0,418748.0,882.0,965,51,184,12737392,144898.6725388601,595009.4425531914
019e8c4a-fce8-7c63-a3e9-08fd96884c12,evorto-app/app,Codex,gpt-5.5,data/transcripts/019e8c4a-fce8-7c63-a3e9-08fd96884c12-ba3d321274cb.jsonl,3.1334856216080715,4.329572408445014,2.1548691596505734,1180853802,379848,1800877,39241809.0,0.0,1140530688.0,2179591.0,8217.0,13059,261,6779,102230317,181100.76054828087,335936.76590909093
019d64c5-2795-7463-8fff-73c754b04b4c,zchee/zmux,Codex,gpt-5.4,data/transcripts/019d64c5-2795-7463-8fff-73c754b04b4c.jsonl,3.129454381811435,2.3752068711882455,3.7465659814122265,73788622,85628,91432,73788622.0,0.0,66850816.0,262688.0,250.0,310,19,135,6860426,693122.7677419354,1395247.12987013
019ed138-54c9-72c2-a294-7cd525eddd48,fogodev/ars-ui,Codex,gpt-5.5,data/transcripts/019ed138-54c9-72c2-a294-7cd525eddd48.jsonl,3.1212648435230053,3.5349605191154403,2.782786563492831,311242001,157843,648687,15375889.0,0.0,295866112.0,806530.0,2121.0,3502,105,1744,34389471,178212.21673329527,337533.36019469984
019dca24-b540-74e2-98f5-a72e3ff37b08,zchee/spanner-manager,Codex,gpt-5.5,data/transcripts/019dca24-b540-74e2-98f5-a72e3ff37b08.jsonl,3.1025860360717252,1.9306116113219975,4.061474201776047,34366140,15777,79823,858390.0,0.0,30702592.0,92281.0,241.0,246,21,83,3603715,268761.1544715447,635723.5
019d6c87-d248-7130-b50d-043e9fcc03cf,gtrrz-victor/testing-entire,Codex,gpt-5.4,data/transcripts/019d6c87-d248-7130-b50d-043e9fcc03cf.jsonl,3.0858543331386934,0.1767513065883612,5.466029536679874,275015,132,1886,72867.0,0.0,63488.0,509.0,6.0,18,5,19,83380,22994.61111111111,17245.958333333332
ses_13b35c13effe30uRj2194KcdyF,Coderx85/wave,OpenCode,mimo-v2.5-free,data/transcripts/ses_13b35c13effe30uRj2194KcdyF.jsonl,3.042529077799129,2.567637582200091,3.431076665107432,2929551,0,198452,2928701.0,0.0,78536320.0,198152.0,905.0,970,122,360,7618917,87414.51649484536,175917.18049792532
3d9acf2d-68f6-4a76-af8d-a4d79258a469,fortuna/moltis,Claude Code,,data/transcripts/3d9acf2d-68f6-4a76-af8d-a4d79258a469.jsonl,3.0396633156680952,1.9958877947273694,3.893661469165052,4286,0,156071,31.0,473237.0,11129956.0,5345.0,25.0,513,69,65,13709951,22941.424951267058,87827.99253731343
5ea1dbe6-8812-489a-b85a-b1b21cf14a47,scottdensmore/contactmanager,Claude Code,claude-opus-4-8[1m],data/transcripts/5ea1dbe6-8812-489a-b85a-b1b21cf14a47-726c9eb8a148.jsonl,3.038346291893331,2.6155068821408256,3.3843058089635623,142457,0,873701,142457.0,1862305.0,437375167.0,873701.0,1052.0,1048,50,610,9708205,421059.96183206106,668592.1818181818
6596e55b-dc59-4f74-9615-4e46bac076b1,lgulliver/derrick,Claude Code,claude-sonnet-4-6,data/transcripts/6596e55b-dc59-4f74-9615-4e46bac076b1.jsonl,3.0194220274014216,1.0851882573236804,4.601976930192301,135,0,64524,134.0,160003.0,11316275.0,64240.0,126.0,158,7,39,1915963,73452.1329113924,252292.10869565216
469e58d2-a1b1-4eb8-b65f-b02fefb8bb77,roo-oliv/monodreams,Claude Code,,data/transcripts/469e58d2-a1b1-4eb8-b65f-b02fefb8bb77.jsonl,3.004775630912788,2.7152010969003566,3.2417002496502314,107547,0,1436655,101290.0,1368413.0,59678928.0,558606.0,232.0,1465,93,375,25341875,43175.20204778157,135153.14316239316
019d928e-3944-7643-a2d0-2414c0419387,zchee/zmux,Codex,gpt-5.4,data/transcripts/019d928e-3944-7643-a2d0-2414c0419387.jsonl,2.995607306985656,2.206992312235179,3.6408377572360457,82361103,65131,83543,75016645.0,0.0,64603264.0,201736.0,330.0,349,34,26,4110481,637053.7306590258,3705529.2
8c39362c-ffc7-43ea-95dd-9f5c0fb3c235,parthjeet/taskflow,Claude Code,,data/transcripts/8c39362c-ffc7-43ea-95dd-9f5c0fb3c235.jsonl,2.994864268438948,1.123334359089129,4.526116012452436,146,0,13910,146.0,317653.0,9673067.0,13910.0,94.0,91,33,27,3100888,110098.08791208791,166982.1
5cba257c-654b-4c6d-8bbc-2ab708706043,lgulliver/derrick,Claude Code,claude-opus-4-8[1m],data/transcripts/5cba257c-654b-4c6d-8bbc-2ab708706043.jsonl,2.9921857957963844,1.1493833426632156,4.499933257450795,51689,0,100601,4540.0,55452.0,3171888.0,30923.0,15.0,95,11,68,1894570,35948.505263157895,43229.215189873416
a09c77e0-4a65-4d12-aac3-a01654d9a3b8,feltroidprime/s2morrow,Claude Code,,data/transcripts/a09c77e0-4a65-4d12-aac3-a01654d9a3b8.jsonl,2.9883134672731044,1.7149883866148987,4.030124896902545,1587,0,21720,13.0,7659.0,703811.0,117.0,9.0,405,55,29,17451206,1814.6074074074074,8749.0
019d7a87-9d1d-7021-abb1-7221e341ea94,dayhaysoos/nimbus,Codex,,data/transcripts/019d7a87-9d1d-7021-abb1-7221e341ea94.jsonl,2.9823057623902076,1.6636405740000546,4.061213643800333,14299759,19644,22162,14299759.0,0.0,13092096.0,61450.0,124.0,135,18,42,1988737,309592.54814814817,696583.2333333333
623a497a-c23a-4525-91e8-9824e38c9e19,lgulliver/derrick,Claude Code,claude-sonnet-4-6,data/transcripts/623a497a-c23a-4525-91e8-9824e38c9e19.jsonl,2.980511503502687,1.1617952027090004,4.468552113242976,29724,0,53320,29724.0,544222.0,9605983.0,53320.0,88.0,84,5,54,2237710,122814.05952380953,174853.91525423728
24f9185c-4877-4806-b4b2-83ccdc3d1ef9,feltroidprime/s2morrow,Claude Code,,data/transcripts/24f9185c-4877-4806-b4b2-83ccdc3d1ef9.jsonl,2.9708379956178126,1.7212720978877107,3.993210093760623,563,0,169187,12.0,17139.0,1240209.0,4557.0,8.0,490,29,4,9237855,2921.785714285714,43384.09090909091
019d6a9e-4fa4-7582-9a72-26758d7f2d42,zchee/zmux,Codex,gpt-5.4,data/transcripts/019d6a9e-4fa4-7582-9a72-26758d7f2d42.jsonl,2.9593894940016403,2.1453938343234173,3.6253859428292765,136085228,68510,105439,6211200.0,0.0,4266368.0,6394.0,13.0,549,26,27,4611211,267291.71584699454,2768738.716981132
5f0a35c8-717b-437f-9125-52d87142bb75,lgulliver/derrick,Claude Code,,data/transcripts/5f0a35c8-717b-437f-9125-52d87142bb75.jsonl,2.9566790181411458,1.1128871146229748,4.465236030110558,19029,0,67477,19029.0,247041.0,9226697.0,67477.0,71.0,86,2,46,2355367,112172.33720930232,200975.4375
19951b07-a37f-49f7-8c4d-ec2385ae16a9,lightfastai/lightfast,Claude Code,claude-opus-4-7[1m],data/transcripts/19951b07-a37f-49f7-8c4d-ec2385ae16a9.jsonl,2.942797259821819,2.268648559370627,3.494373469281884,1031,0,437518,1017.0,1234645.0,103685214.0,428153.0,783.0,851,56,216,6653900,124310.64747356052,388927.79779411765
ses_178885d42ffe8daG4lOcU4Vm8r,Coderx85/wave,OpenCode,big-pickle,data/transcripts/ses_178885d42ffe8daG4lOcU4Vm8r.jsonl,2.9122606451915147,2.497230164331052,3.251831038622802,2696032,0,290382,185263.0,0.0,5041024.0,27836.0,82.0,1247,109,212,9300240,6608.355252606255,25671.71028037383
65fd5abf-436a-49eb-97a3-356fceb99bb1,moltis-org/moltis,Claude Code,,data/transcripts/65fd5abf-436a-49eb-97a3-356fceb99bb1.jsonl,2.900493013395523,2.373428576155285,3.3317275529557175,863,0,211547,857.0,1615114.0,244350421.0,211424.0,773.0,736,52,47,22568848,334770.379076087,2488797.9696969697
019d62f5-3225-7142-9e75-ecc3dc600da0,zchee/zmux,Codex,gpt-5.4,data/transcripts/019d62f5-3225-7142-9e75-ecc3dc600da0.jsonl,2.898212840525472,2.060645157588873,3.5834954902008707,38516665,31892,41884,37855428.0,0.0,33304576.0,104625.0,198.0,319,26,22,3816288,344373.88087774295,2288651.4166666665
019d6324-6d40-7750-b517-0b28b6d39f2c,zchee/zmux,Codex,gpt-5.4,data/transcripts/019d6324-6d40-7750-b517-0b28b6d39f2c.jsonl,2.8868829711969424,1.9587356903302429,3.6462762009969687,37289249,30862,42354,37289249.0,0.0,33543552.0,104078.0,184.0,241,16,19,5499995,449375.6348547718,3094272.2285714285
6f290fda-8776-49b3-9c82-013fa78c06dd,armelhbobdad/bmad-module-skill-forge,Claude Code,,data/transcripts/6f290fda-8776-49b3-9c82-013fa78c06dd.jsonl,2.8780643429650885,2.2387719785357776,3.4011217320436153,76358,0,608717,76356.0,7835577.0,236439275.0,607992.0,460.0,476,79,373,7365124,516060.3676470588,543461.8030973452
0a446b72-6e8a-4d02-9bf3-dae7f8778d9e,hackers-pub/android,Claude Code,,data/transcripts/0a446b72-6e8a-4d02-9bf3-dae7f8778d9e.jsonl,2.863569366575231,0.454443595193271,4.834672270433198,394,0,14607,277.0,52556.0,1317032.0,6846.0,28.0,47,21,19,792607,29611.489361702126,34793.5
16075abc-3bfc-4552-8419-f5a1e68b2b4f,moltis-org/moltis,Claude Code,,data/transcripts/16075abc-3bfc-4552-8419-f5a1e68b2b4f.jsonl,2.860315251674843,2.3355365249454483,3.2896796644534385,989,0,471691,989.0,2158508.0,400988374.0,471691.0,845.0,806,46,43,16281831,501356.18734491314,4540371.764044944
019ea60b-1a1c-7703-b8d8-26ed57eb7f8e,evorto-app/app,Codex,gpt-5.5,data/transcripts/019ea60b-1a1c-7703-b8d8-26ed57eb7f8e-b0ec32983de6.jsonl,2.85932107757256,4.036640535230018,1.8960597031255484,794951224,240155,1099090,460793.0,0.0,15065088.0,31596.0,125.0,8297,54,5047,54459452,97848.38748945402,159154.68947265242
019ef5f3-3472-7f70-82f7-6f0ce46691f4,entireio/cli-checkpoints,Codex,gpt-5.5,data/transcripts/019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948.jsonl,2.8517826455410527,3.412214900048116,2.393247164580728,268857075,274541,468548,10450888.0,0.0,255382144.0,739709.0,2005.0,3104,179,1736,19053507,172736.76224226804,279986.89817232377
019ef09e-1621-7183-8205-646a383a2faf,entireio/cli-checkpoints,Codex,,data/transcripts/019ef09e-1621-7183-8205-646a383a2faf.jsonl,2.847710871512999,3.4082511135922595,2.3890870370845128,237010946,273985,496638,10190594.0,0.0,226820352.0,770623.0,1858.0,3299,131,1634,18565199,144154.28796605032,269441.9240793201
019ed5fe-ec49-7a72-89fd-f38e323f5448,entireio/cli-checkpoints,Codex,gpt-5.5,data/transcripts/019ed5fe-ec49-7a72-89fd-f38e323f5448-9d3868301340.jsonl,2.8471822690292883,3.406216692499083,2.389790468008547,229129454,284871,443396,9834883.0,0.0,217197696.0,723262.0,1704.0,2990,171,1541,21219830,153048.5839464883,267298.63668224297
0e1d39af-a1cb-48a8-af0d-24ab9737608f,moltis-org/moltis,Claude Code,,data/transcripts/0e1d39af-a1cb-48a8-af0d-24ab9737608f.jsonl,2.845365967773067,2.3154293404948643,3.2789504810006873,811,0,173622,810.0,2470990.0,256742510.0,173621.0,710.0,659,59,52,16932160,393874.16388467373,2338406.072072072
32baede0-861e-41d7-a015-a0e17ce40a0f,parthjeet/taskflow,Claude Code,,data/transcripts/32baede0-861e-41d7-a015-a0e17ce40a0f.jsonl,2.8439065205979364,1.0798564043866943,4.287220252043498,2915,0,10979,2915.0,515921.0,9610951.0,10979.0,92.0,96,34,26,2126335,105778.66666666667,169245.86666666667
019db8da-8785-7fb3-918f-0ca4b759e083,zchee/spanner-manager,Codex,gpt-5.4,data/transcripts/019db8da-8785-7fb3-918f-0ca4b759e083.jsonl,2.8330545337026636,1.8215624547099962,3.660638961969391,67052334,32398,82117,19253536.0,0.0,19127680.0,19712.0,49.0,223,16,31,3334442,473398.32286995515,2246123.9574468085
019ed5fe-ec49-7a72-89fd-f38e323f5448,entireio/cli-checkpoints,Codex,gpt-5.5,data/transcripts/019ed5fe-ec49-7a72-89fd-f38e323f5448-3cff12398c48.jsonl,2.8312014819665574,3.3897504534941962,2.3742068688984883,222792796,279756,428691,9656028.0,0.0,213136768.0,708447.0,1666.0,2902,169,1497,20747512,154033.13301171607,268309.81512605044
15d8b581-9a8e-4d7f-8161-86ba95097281,Ether9t/human-AI-logs,Claude Code,claude-opus-4-8[1m],data/transcripts/15d8b581-9a8e-4d7f-8161-86ba95097281.jsonl,2.8154009369264363,0.8460774246832552,4.426665628761766,3139,0,50303,3139.0,281919.0,3457801.0,50303.0,61.0,49,15,40,2390820,78503.36734693877,69939.36363636363
14138feb-bf4b-4209-96de-bd5941cf98ff,tvararu/tuicraft,Claude Code,,data/transcripts/14138feb-bf4b-4209-96de-bd5941cf98ff-389c94afe739.jsonl,2.808813367434208,2.6711863810741345,2.921417265365177,2149,0,137492,2132.0,1165698.0,46209106.0,131679.0,452.0,460,110,64,126149404,103584.14782608696,273843.1494252874
019daa6e-e5cf-7a83-928d-bf1de10a1eb9,zchee/spanner-manager,Codex,gpt-5.4,data/transcripts/019daa6e-e5cf-7a83-928d-bf1de10a1eb9.jsonl,2.803070189806761,1.7731782597882093,3.6457090416401208,34559795,39784,57837,4494667.0,0.0,4169088.0,6850.0,19.0,198,26,44,2900750,218828.48484848486,618972.0
127e928e-5563-4ad0-beeb-2a0cb56a6479,bas/entire-test,Claude Code,,data/transcripts/127e928e-5563-4ad0-beeb-2a0cb56a6479.jsonl,2.8010479666315433,0.6661002842362801,4.547823343136758,5363,0,68607,775.0,297891.0,6891539.0,55882.0,64.0,84,9,10,1348319,87144.29761904762,385269.5263157895
019df9cd-55af-78a1-ba56-85910d0fd078,entireio/cli-checkpoints,Codex,gpt-5.5,data/transcripts/019df9cd-55af-78a1-ba56-85910d0fd078-6778b9191d07.jsonl,2.7944616306779557,3.3463882136764145,2.342885335497398,286881197,301674,420853,7061625.0,0.0,278877056.0,721041.0,3901.0,2819,186,787,30770310,203713.14189428877,590202.8232271326
019dacfd-b948-7400-bfdf-9ec1d17d5b7d,AI-Stats/AI-Stats,Codex,gpt-5.3-codex,data/transcripts/019dacfd-b948-7400-bfdf-9ec1d17d5b7d.jsonl,2.779105748095433,3.4005674900626506,2.2706370501222555,236411954,288504,319374,236411954.0,0.0,225492608.0,896382.0,1903.0,2401,103,723,27196340,291471.3365264473,847242.9527845036
019e8db0-6459-7731-b488-263d077d4b45,fogodev/ars-ui,Codex,gpt-5.5,data/transcripts/019e8db0-6459-7731-b488-263d077d4b45.jsonl,2.7766584830301193,3.316288178773426,2.3351432774219587,196224719,95365,423171,8017103.0,0.0,188207616.0,518536.0,1263.0,2022,52,1011,37530354,194603.25074183976,370167.23706491065
5e88b397-ae25-49f8-b7cf-61799d8476cb,rodbegbie/begbie-hugo,Claude Code,claude-fable-5,data/transcripts/5e88b397-ae25-49f8-b7cf-61799d8476cb.jsonl,2.7745649630101634,2.2145559736833103,3.23275413609577,40711,0,255380,40711.0,2640071.0,158650618.0,255380.0,469.0,450,71,199,16200615,359740.7555555556,599567.925925926
019df9cd-55af-78a1-ba56-85910d0fd078,entireio/cli-checkpoints,Codex,gpt-5.5,data/transcripts/019df9cd-55af-78a1-ba56-85910d0fd078-f15a3e31c54b.jsonl,2.7703546118137075,3.3215813159297323,2.3193509448096874,277852795,294325,405747,6745467.0,0.0,271107328.0,700072.0,3764.0,2702,181,751,29716707,206184.12213175427,597756.9721030043
888c33d3-3597-4418-a278-23e664432c9c,yorrick/claude-code-plugins,Claude Code,,data/transcripts/888c33d3-3597-4418-a278-23e664432c9c.jsonl,2.763543467552156,1.2120112452178704,4.032978922189298,183,0,44862,181.0,288407.0,12313922.0,44617.0,125.0,105,37,23,2804277,120879.01904761905,211538.28333333333
4810d459-5b4b-4b78-9518-a0eb00118590,itsmaleen/dispatch,Claude Code,,data/transcripts/4810d459-5b4b-4b78-9518-a0eb00118590.jsonl,2.754763418761063,1.434851990970818,3.834690950589444,3325,0,88108,3325.0,1606920.0,18583321.0,88108.0,226.0,223,19,19,5695917,91360.23766816144,536140.3421052631
648b7ea2-961b-46c4-8d8d-de7ad8842cd1,armelhbobdad/bmad-module-skill-forge,Claude Code,,data/transcripts/648b7ea2-961b-46c4-8d8d-de7ad8842cd1.jsonl,2.7145320094371748,2.1284092702767365,3.194086977841169,1567,0,354673,146.0,50787.0,85490089.0,27079.0,146.0,1540,11,127,6593483,55795.12142857143,622641.2101449275
a22e27bd-7ce5-4bdb-b1b8-083a9eedbb19,scottdensmore/contactmanager,Claude Code,claude-opus-4-7,data/transcripts/a22e27bd-7ce5-4bdb-b1b8-083a9eedbb19.jsonl,2.7060240175664543,2.454437481039734,2.911867547451952,39285,0,885229,28.0,11128.0,4188029.0,9073.0,13.0,869,63,504,10990211,5906.542002301496,9052.530864197532
01809c5e-06c3-419c-a93a-15afc31747a6,lgulliver/derrick,Claude Code,claude-opus-4-8[1m],data/transcripts/01809c5e-06c3-419c-a93a-15afc31747a6.jsonl,2.7044793171287935,1.0420538140392155,4.064645637838448,75286,0,50805,75286.0,384222.0,8318538.0,50805.0,66.0,73,4,35,1356665,122671.34246575342,229615.58974358975
019dd0f5-bf9d-7521-a357-f745b5c66cf7,entireio/cli-checkpoints,Codex,gpt-5.5,data/transcripts/019dd0f5-bf9d-7521-a357-f745b5c66cf7-6094a91c5d74.jsonl,2.7031872339140346,3.2492859636496085,2.2563791823122012,203627967,255801,347323,40456.0,0.0,1667840.0,3781.0,15.0,2479,112,544,32103190,83075.10407422348,313937.77896341466
bea58142-752f-49eb-92a3-83ac2514f5b2,armelhbobdad/bmad-module-skill-forge,Claude Code,,data/transcripts/bea58142-752f-49eb-92a3-83ac2514f5b2.jsonl,2.6909743462153233,2.116874250611692,3.1606926062546576,648,0,449337,645.0,1253868.0,183588431.0,447348.0,450.0,703,39,171,6332571,264211.56045519206,884479.6523809524
9d662aaa-f935-4906-a164-65e1a04fe236,raman325/lock_code_manager,Claude Code,claude-opus-4-6[1m],data/transcripts/9d662aaa-f935-4906-a164-65e1a04fe236.jsonl,2.6856855886150948,3.193418418926791,2.2702678183600704,2847,0,569344,2847.0,22403183.0,1016664249.0,569344.0,2199.0,2003,364,1227,18563950,519328.0144782826,653811.4475172848
767ce74c-aa96-4526-88d7-2411f4000ccc,YESS-lab/s26_3_31_class_and_guide,Claude Code,,data/transcripts/767ce74c-aa96-4526-88d7-2411f4000ccc.jsonl,2.680065313228902,1.8446250243128626,3.36360736779657,2165,0,140570,2164.0,1625384.0,81078278.0,140500.0,386.0,376,64,197,3387195,220716.61436170212,317967.2298850575
019ef5f3-3472-7f70-82f7-6f0ce46691f4,entireio/cli-checkpoints,Codex,gpt-5.5,data/transcripts/019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f.jsonl,2.6798199902618807,3.2347980335855526,2.225747045724331,198986036,221193,353216,560432.0,0.0,15897344.0,57314.0,138.0,2315,156,1243,14970690,93337.22375809935,154450.0879199428
019dc501-80a1-74a3-8366-beca50119213,geroitscompiling/hackathon_Buena,Codex,gpt-5.4,data/transcripts/019dc501-80a1-74a3-8366-beca50119213.jsonl,2.6668043628898053,2.449088107528839,2.844935844548777,59772884,55054,156265,1525460.0,0.0,58247424.0,211319.0,516.0,654,53,271,5761970,183438.71865443425,370274.45061728393
20c9a4fa-f25f-419e-8df7-290b4439058a,lixiaoyang1992/open-balatro,Claude Code,,data/transcripts/20c9a4fa-f25f-419e-8df7-290b4439058a.jsonl,2.6577016172220924,1.0566353514552291,3.9676649255767984,3172,0,71121,3172.0,5982487.0,6290506.0,71121.0,126.0,125,10,6,1492420,99373.64,776356.5625
3f097ff1-5bb6-4622-8cfe-35782dd270ba,pcastelo/lock_code_manager,Claude Code,claude-opus-4-6[1m],data/transcripts/3f097ff1-5bb6-4622-8cfe-35782dd270ba.jsonl,2.6424808765603736,3.6479937343405378,1.8197885383766026,8263,0,817154,8262.0,14377402.0,1648633028.0,817115.0,3465.0,3073,545,408,53910734,541706.6999674585,1746762.5278069256
8ab6b798-adbb-41f6-b5c5-9dbe221f2487,fortuna/moltis,Claude Code,,data/transcripts/8ab6b798-adbb-41f6-b5c5-9dbe221f2487.jsonl,2.62779936282605,1.8602021117235474,3.2558334773644613,411,0,85929,411.0,282188.0,69438776.0,85929.0,362.0,338,28,25,14636670,206787.0,1318754.8301886793
7b634335-eb18-4637-8cf2-25a3ffd6634f,roo-oliv/monodreams,Claude Code,,data/transcripts/7b634335-eb18-4637-8cf2-25a3ffd6634f.jsonl,2.6240248695787214,2.365147607591858,2.835833538477064,94893,0,773877,1825.0,423362.0,18409184.0,111286.0,67.0,651,55,347,14564657,30437.010752688173,49289.78606965174
b8072de6-aecc-4b6f-aa1c-ba71ac3a42fa,s4lly/splitzy,Claude Code,claude-opus-4-8[1m],data/transcripts/b8072de6-aecc-4b6f-aa1c-ba71ac3a42fa.jsonl,2.6160085557992665,1.496005371766171,3.53237479728089,55147,0,184067,3604.0,31200.0,8321476.0,17282.0,23.0,248,5,116,2725576,34729.028225806454,71180.15702479339
019ed29b-5de8-7272-9e6c-89a843c92842,entireio/cli-checkpoints,Codex,gpt-5.5,data/transcripts/019ed29b-5de8-7272-9e6c-89a843c92842-0ff0de8d8673.jsonl,2.615315829800886,3.1704594494049747,2.1611074137611768,191722027,188346,319210,7868459.0,0.0,183853568.0,507556.0,1442.0,2336,98,1253,11088194,164580.7397260274,284574.83937823836
019d63d5-4adf-7d63-ae8b-07c111a957cc,zchee/zmux,Codex,,data/transcripts/019d63d5-4adf-7d63-ae8b-07c111a957cc.jsonl,2.609690435861591,1.6831356308008438,3.3677807309112926,18626969,19624,36511,18626969.0,0.0,18018304.0,75759.0,157.0,198,16,13,1955723,279819.66161616164,1910492.8620689656
ed791c89-3b1f-46b9-8e56-2d948f24f0e5,moltis-org/moltis,Claude Code,,data/transcripts/ed791c89-3b1f-46b9-8e56-2d948f24f0e5.jsonl,2.6079096279064187,2.116094053635081,3.010304188673876,666,0,151707,666.0,1712632.0,179105363.0,151707.0,554.0,499,59,55,9658831,362972.53507014026,1588800.8333333333
cf4618ba-7f51-4a75-bef9-5fa32a9f003b,zchee/zmux,Claude Code,claude-opus-4-6[1m],data/transcripts/cf4618ba-7f51-4a75-bef9-5fa32a9f003b.jsonl,2.604574605664685,1.6391655271186272,3.394454760838732,1241,0,93055,63.0,417709.0,8202961.0,2019.0,21.0,404,28,15,11726206,21576.903465346535,202722.53488372092
1cb7ed5c-2524-4ba4-97d6-a1359143d74a,E2E-Solution/cli,Claude Code,,data/transcripts/1cb7ed5c-2524-4ba4-97d6-a1359143d74a-10f78e299e8d.jsonl,2.591683831251042,2.4745579385123326,2.687514107128168,50666,0,41104,50666.0,1582426.0,80897552.0,41104.0,763.0,700,148,128,10398066,118091.83,299508.2644927536
f2a56d41-bfd1-4fdb-ab4e-069fe811ea01,yorrick/claude-code-plugins,Claude Code,,data/transcripts/f2a56d41-bfd1-4fdb-ab4e-069fe811ea01.jsonl,2.5901289439251105,1.123407132881677,3.7901740620515563,177,0,42415,176.0,548745.0,8409850.0,42405.0,100.0,65,54,36,2131286,139136.43076923076,100487.42222222222
019f2016-8a7a-7440-a3d7-85ddf269a3d6,jdx/mise,Codex,gpt-5.5,data/transcripts/019f2016-8a7a-7440-a3d7-85ddf269a3d6.jsonl,2.5803235719823263,2.59124909520035,2.571384507531216,69393658,85084,127265,138912.0,0.0,5065728.0,14107.0,28.0,817,15,421,5814440,91584.80048959608,171616.4724770642
038dd56d-e970-4e89-b03f-7a170a53d1d2,itsmaleen/dispatch,Claude Code,,data/transcripts/038dd56d-e970-4e89-b03f-7a170a53d1d2.jsonl,2.5694261927254316,1.0801303824338435,3.787940946600367,4698,0,38575,226.0,124314.0,2551988.0,4112.0,20.0,183,30,21,1708560,14884.879781420765,53410.450980392154
019dd005-990c-77a3-9acb-e4f7a78156f2,zchee/spanner-manager,Codex,gpt-5.5,data/transcripts/019dd005-990c-77a3-9acb-e4f7a78156f2.jsonl,2.568341277075595,1.6212674293443519,3.343219879764794,18409922,12173,55121,836.0,0.0,90624.0,356.0,1.0,142,10,51,2355470,130767.83802816902,304410.37704918033
038b76a5-f873-432b-b0e0-66910435626a,inin-zou/Clio,Claude Code,claude-opus-4-7[1m],data/transcripts/038b76a5-f873-432b-b0e0-66910435626a.jsonl,2.5682958721386346,2.1859114199824097,2.881155878448273,2274,0,514271,45.0,28866.0,13413082.0,19591.0,16.0,402,140,263,8162043,34771.50497512438,34685.223325062034
